headline,label
Blake Lively Tries To Spin Her Massive Legal Loss As A Win! How Does THIS Make Sense? | Perez Hilton,1
Jessa & Jana Duggar Finally React To Brother Joseph's 'Profound Wrong' Behavior Following Arrest,1
Kate Beckinsale Says Mark Ruffalo Benefits From 'Having A P***s' After Mutual Agent Allegedly Dropped Her For Liking Ceasefire Post -- And Slams Him For Ignoring Her Afterward!,1
OMG! Shiloh Jolie Looks EXACTLY Like Her Mom Angelina In Music Video Debut!,1
Britney Spears Is Healing -- And So Am I!!! | Perez Hilton,1
Kim Zolciak Calls Out 'Lies' Over Temporarily Getting Stripped Of Child Custody Amid Nasty Kroy Biermann Divorce!,1
Blake Lively Is In Full Dragon Mode After Harassment Claims Are Dismissed -- Vows To Keep 'Fighting' Her 'Unfathomably Painful' Case!,1
Missing 13-Year-Old Found Alive Decades After Vanishing: Mystery Solved! How & Why She Disappeared -- And When Cops Actually Figured It Out!,1
Is Donald Trump at Walter Reed Hospital Today? Rumors Explained,1
"Donald Trump’s Health: His Chronic Venous Insufficiency, CT Scan & More Explained",1
‘The Last Thing He Told Me’ Season 2 Cast: Meet the Main Stars,1
"Angelina Jolie’s Daughters: Meet Her 3 Girls, Zahara, Shiloh & Vivienne",1
Laura Medeiros: The Producer Laura Medeiros: The Producer,1
Are Zendaya & Tom Holland Married? Update on Their Relationship Status,1
Bianca Censori Net Worth: How Much Money Kanye West’s Wife Has Now,1
When Was Tom Holland & Zendaya’s Wedding? What We Know About Their Alleged Marriage,1
Does ‘The Drama’ Have a Post-Credit Scene at the End of the Movie?,1
"‘XO, Kitty’ Cast Guide: Meet the Stars From Season 3",1
RHORI's Kelsey Swanson Responds to Claim She Was a Sex Worker 10 Years Ago,1
Model Gigi Hadid Breaks Silence on Her Appearance in the Epstein Files,1
"Food Network's Duff Goldman and Wife Welcome Baby No. 2, Son Samurai",1
Trump Admin Official Claims He Was Teleported to Waffle House in Georgia,1
Everything Amy Duggar Has Said About Cousin Joseph Duggar's Arrest,1
Geno Auriemma Apologizes to South Carolina ‘Staff’ After Dawn Staley Drama,1
'Hannah Montana: The Movie' Child Dancer Reveals 'Not Bad' Residual Payout,1
Pregnant Candice King and Steven Krueger Get Married Before Welcoming Baby,1
"Celeb Weddings of 2026: Candice King and Steven Krueger, More",1
Candice King and Husband Steven Krueger's Relationship Timeline,1
Brady Bunch's Eve Plumb Recalls Dating Onscreen Brother Christopher Knight,1
Tiger Woods' Jet Lands in Switzerland After Judge Approved Travel Amid DUI,1
Celebrity Deaths of 2026: Blue Bloods’ Alex Duong and More,1
Young and the Restless' Dee Freeman Dead at 66 After 'Incurable' Lung Cancer,1
"5 Great Easter Movies to Watch on Netflix, Prime Video and More: 'Hop' and More",1
Anne Hathaway Just Wore This It-Girl Bag Trend On The Red Carpet,1
'Farmer Wants a Wife' Star Shares Regret While Filming: 'Fell Into That Trap',1
Patriots Backup QB Tommy DeVito Confirms New Romance With Vacation Pics,1
Former Syracuse Basketball Player Deported After Month-Long ICE Detention,1
"Influencer Splits of 2026: Katherine Smith and Benjamin Finlan, More",1
'SNL' 5 Timers Club: See Every Celeb Who Has Hosted the Sketch Show 5 or More Times,1
Jonathan Majors Speaks Out After Falling Through Window On Movie Set,1
"Tori Spelling Involved In Car Accident, Taken to Hospital For Evaluation",1
"The Chainsmokers Perform Between Games in NCAA's Final Four, Get Mixed Reactions from Audience",1
"'Love On the Spectrum' Renewed for Season 5, Fan-Favorite Star Will Not Return",1
"'Euphoria' Season 3 Cast Will Look Different: 18 Actors Returning, 28 New Stars Revealed, & 6 Actors Won't Be Back",1
The Pitt's Isa Briones Returns to Broadway in 'Just in Time' with Matthew Morrison - First Look Revealed!,1
Carl Radke & Lindsay Hubbard Reunite In New Video Amid 'Summer House' Drama - Watch Now!,1
"The Gilded Age's Claybourne Elder Drops Debut Solo Album, Uses His Hot Thirst Trap Photos for Promo!",1
Selena Gomez Wears Chic Pink Prada Dress for Rare Beauty Event,1
Hugh Hefner's Widow Crystal Harris Marries James Ward in Private Island Ceremony with No Guests,1
"Rihanna & A$AP Rocky Spotted with Family in Paris, One Month After Woman Fired Shots at Their L.A. Home",1
Gigi Hadid Breaks Silence on Epstein Files After Being Mentioned in an Email,1
Hailee Steinfeld Shares First Words on Motherhood After Welcoming Baby With Josh Allen,1
"'Shrinking' Creator Teases Major Season 4 Changes: New Story, Same Cast",1
"The Vampire Diaries' Nina Dobrev & Paul Wesley Reunite at NBA Game, Sit Together in Courtside Seats",1
Olivia Munn Shares Emotional Story Behind John Mulaney Proposal After Cancer Surgeries,1
Alix Earle Says She Texted Her Ex at 5am: 'Not the Best Idea',1
Woman Realizes Harsh Truth About Her Relationship After Her Boyfriend Denies Her Birthday Wish for a 5th Year,1
Amanda Batula Reunites With Kyle Cooke in NYC Amid West Wilson Romance Drama,1
Shiloh Jolie Landed Music Video Role in 'Open Audition' & Her Famous Parents Weren't Revealed Until Later,1
'The Jesus I Know Now' Lyrics: Brandon Lake & Lainey Wilson Release New Song,1
The CW Stars Candice King & Steven Krueger Are Married: All About Their Intimate Nashville Wedding!,1
"Trump Proposes Reopening Alcatraz as Federal Prison, Requests $152 Million in New Budget Plan",1
"Thomas Doherty Didn't Want to Do 'Gossip Girl' at First, But Was Told It Would Be Like 'Euphoria'",1
17 Wholesome Posts That Will Definitely Restore Your Faith In Humanity,1
"22 Wildly Popular Products With Over 1,000 Positive Reviews On Amazon",1
9 Grindr Profiles Every Desi Queer Person Has Come Across,1
These 15 Brutal City Roasts By ChatGPT Are The Funniest Thing You’ll Read Today,1
The Brutal Truth About What It Would Actually Cost To Live 'Comfortably' In San Francisco,1
Stephen Colbert’s Late Show Is Getting Canceled And These 11 Hilarious Moments Prove Why I'll Miss It,1
21 Kitchen Appliances That Were A Hit Amongst BuzzFeed India Readers In 2021,1
21 Gadgets That BuzzFeed India Readers Could Not Get Enough Of In 2021,1
21 Things Under ₹500 That You Should Gift Yourself Before 2021 Ends,1
21 Beauty Products BuzzFeed India Readers Loved Buying In 2021,1
"17 Products Under ₹1,000 That'll Definitely Help You Fulfill Your 2022 Workout Resolution",1
18 Posts That Prove Not Everyone On The Internet Is A Complete Garbage Human,1
"If You Can Recognize More Than 10 Movies From Just The 'The' In Their Titles, You're A Cinema Expert",1
Design Your Dream Summer Vacation And We'll Reveal Which 'The Summer I Turned Pretty' Character You're Destined For,1
Lindsay Lohan's 'Pink Slip' Just Performed At Disneyland And My Inner Teen Is Absolutely Screaming,1
10 TV Shows With Badass Women Who Will Make You Feel Like You Can Conquer The World,1
These Designers Are Making Items Out Of Things You’d Never Expect,1
Your 8-Course Meal Choices Will Determine Which 'Modern Family' Character Lives Inside Your Soul,1
"From First Nominations To Snubs, The 2025 Emmy Nominations Are Quite Eventful",1
"13 Wimbledon Facts That Made Me Go Wait, What?",1
"15 Fictional Love Triangles That Made Me Feel Things I'm Not Emotionally Equipped To Handle, Ranked",1
"I Tested Zudio Makeup Products So You Don't Have To, And Honestly Some Are Surprisingly Worth Every Penny",1
The Labubu Craze Is Still Going Strong And These 25 Memes Are Absolutely Sending Me,1
"If You're A K-Beauty Enthusiast, You'll Definitely Be Able To Name These Makeup Brands From A Single Image",1
Everyone In 'The Devil Wears Prada 2' Has Been Announced And The Cast List Is *So* Good,1
Medieval Castles Have The Most Disturbing Histories And I'm Literally Shaking After Reading These Stories,1
"Social Media Has Completely Transformed How We Consume, And It's Not Just About Matcha Getting Sold Out",1
"I Just Found Out Why It’s Called A Tennis Bracelet, And It Is Peak Sports Drama",1
I Switched From An Indian School To An American School For 6 Years—Here Are 13 Things That Gave Me A Major Culture Shock,1
Your Personality Will Reveal The Unusual Beauty Treatment That's Perfect For You,1
Akshaye Khanna Has Been Underrated For Way Too Long—Let This Quiz Set The Record Straight,1
Survive The Apocalypse And We’ll Reveal Exactly How Your Friend Group Will Betray You,1
"Your ""Criminal Minds"" Episode Choices Will Reveal Which BAU Agent Would Be Your Perfect Partner",1
The Internet Is Blowing Up Over Ranveer Singh Romancing 20-Year-Old Sara Arjun In 'Dhurandhar',1
Pick Your Way Through Lewis Hamilton’s Fashion Choices And I’ll Reveal Your True F1 Race Track Energy,1
"We're Closer To 2050 Than 2000, And Here Are 61 Moments In Pop Culture The Defined The Past 25 Years",1
This McDonald's In Budapest Transforms Into A Full-On Nightclub And I'm Spiraling,1
Nitesh Tiwari's 'Ramayana' Just Dropped Its First Look And It Is Perfect,1
"Anna Wintour's Legacy Was Style And Strategy. Now That She's Out, Let's Look At Both",1
8 Tropes I Have Come Across On Wattpad That Have Me Physically Recoiling,1
Build Your Perfect Partner And We'll Guess Your Love Language,1
Design Your Ultimate Bizarre Snack Platter And We'll Tell You What Gen Z Archetype You Truly Are,1
Christopher Nolan Just Announced His Cast For The Odyssey And I'm Literally Having A Film Geek Meltdown Right Now,1
Assemble Your Perfect Indian 'Brooklyn Nine-Nine' Squad And We'll Guess The Episode You Can't Stop Quoting,1
"I Watched Indian Content Creators Play The Real-Life Squid Game, And Now Want A Squid-Game Theme Park",1
7 Fabulous LGBTQ+ Owned Restaurants In India That Deserve All Your Money Right Now,1
"I Was Getting Tired Of Modern Dating, And Then 'Materialists' Came Out And Made Me Feel Again",1
Prada Sent Kolhapuris Down The Runway Without Any Credit And We Need To Talk About This Cultural Theft,1
We Bet You Can't Correctly Define Even Half Of These Grindr Slang Terms,1
